,id,dateStart,dateEnd
886,3196,2015-02-15T13:00:00+03:00,2015-02-15T20:00:00+03:00
887,3198,2015-05-23T10:00:00+03:00,2015-05-23T13:00:00+03:00
888,3199,2015-05-24T09:30:00+03:00,2015-05-24T14:30:00+03:00
889,3200,2015-08-15T14:30:00+03:00,2015-08-16T14:30:00+03:00
890,3201,2015-01-25T16:00:00+03:00,2015-01-25T19:30:00+03:00
891,3202,2014-11-07T18:00:00+03:00,2015-06-02T18:00:00+03:00
892,3203,2015-04-03T00:00:00+03:00,2015-04-07T00:00:00+03:00
893,3206,2015-02-21T14:00:00+03:00,2015-02-22T14:00:00+03:00
894,3211,2015-02-27T19:15:00+03:00,2015-03-03T19:14:00+03:00
895,3212,2015-02-20T19:00:00+03:00,2015-02-20T22:00:00+03:00
896,3213,2015-02-21T13:00:00+03:00,2015-02-22T17:00:00+03:00
897,3214,2015-03-29T14:00:00+03:00,2015-03-29T18:00:00+03:00
898,3215,2015-03-28T15:00:00+03:00,2015-03-28T19:00:00+03:00
899,3216,2015-02-28T14:00:00+03:00,2015-03-03T19:00:00+03:00
900,3217,2015-03-27T20:00:00+03:00,2015-03-30T23:55:00+03:00
901,3219,2015-04-26T12:00:00+03:00,2015-04-26T16:00:00+03:00
902,3220,2015-02-08T12:00:00+03:00,2015-02-08T16:00:00+03:00
903,3221,2015-02-08T14:00:00+03:00,2015-02-08T16:00:00+03:00
904,3223,2015-07-03T19:00:00+03:00,2015-07-07T19:00:00+03:00
905,3225,2015-05-16T18:00:00+03:00,2015-05-20T18:00:00+03:00
906,3226,2015-03-28T10:00:00+03:00,2015-03-29T16:00:00+03:00
907,3227,2015-04-04T13:00:00+03:00,2015-04-05T15:00:00+03:00
908,3228,2015-09-25T16:00:00+03:00,2015-09-29T14:00:00+03:00
909,3229,2015-02-20T09:00:00+03:00,2015-02-22T13:00:00+03:00
910,3230,2015-03-28T12:00:00+03:00,2015-03-28T17:00:00+03:00
911,3231,2015-03-13T00:00:00+03:00,2015-03-17T00:00:00+03:00
912,3232,2013-10-04T00:00:00+04:00,2014-03-30T00:00:00+04:00
913,3233,2015-03-06T19:00:00+03:00,2015-03-10T19:00:00+03:00
914,3234,2015-04-12T18:00:00+03:00,2015-04-12T21:15:00+03:00
915,3235,2015-04-25T11:00:00+03:00,2015-04-25T17:15:00+03:00
916,3236,2015-05-23T13:00:00+03:00,2015-05-24T16:00:00+03:00
917,3237,2015-04-04T10:00:00+03:00,2015-04-04T17:00:00+03:00
918,3238,2014-09-21T00:00:00+04:00,2014-11-23T17:00:00+03:00
919,3239,2015-04-26T10:00:00+03:00,2015-04-26T15:00:00+03:00
920,3242,2015-02-26T18:30:00+03:00,2015-02-26T21:30:00+03:00
921,3243,2015-02-01T14:00:00+03:00,2015-02-01T14:00:00+03:00
922,3246,2015-03-07T14:00:00+03:00,2015-03-10T14:00:00+03:00
923,3247,2015-03-27T14:00:00+03:00,2015-03-31T14:00:00+03:00
924,3248,2014-11-22T00:00:00+03:00,2015-02-22T14:00:00+03:00
925,3249,2014-11-22T00:00:00+03:00,2015-02-22T14:00:00+03:00
926,3250,2015-03-13T16:00:00+03:00,2015-03-13T18:00:00+03:00
927,3251,2015-03-28T14:00:00+03:00,2015-04-01T14:00:00+03:00
928,3252,2015-03-28T12:00:00+03:00,2015-03-28T19:00:00+03:00
929,3253,2015-03-28T14:00:00+03:00,2015-03-29T14:00:00+03:00
930,3254,2015-03-23T18:45:00+03:00,2015-03-23T21:00:00+03:00
931,3255,2015-03-15T08:00:00+03:00,2015-03-18T23:55:00+03:00
932,3256,2015-04-12T06:00:00+03:00,2015-04-15T14:00:00+03:00
933,3257,2015-03-14T10:00:00+03:00,2015-03-16T23:00:00+03:00
934,3258,2015-01-23T19:00:00+03:00,2015-03-03T19:00:00+03:00
935,3259,2015-03-22T14:00:00+03:00,2015-03-22T17:30:00+03:00
936,3260,2015-03-29T13:00:00+03:00,2015-03-29T18:00:00+03:00
937,3261,2015-03-29T11:00:00+03:00,2015-03-29T16:00:00+03:00
938,3262,2015-03-28T11:00:00+03:00,2015-03-28T16:00:00+03:00
939,3263,2015-04-12T11:00:00+03:00,2015-04-12T18:00:00+03:00
940,3264,2015-03-26T20:00:00+03:00,2015-03-26T22:30:00+03:00
941,3265,2015-04-07T19:00:00+03:00,2015-04-07T22:00:00+03:00
942,3266,2015-05-22T19:00:00+03:00,2015-05-26T19:00:00+03:00
943,3267,2015-08-14T19:00:00+03:00,2015-08-18T19:00:00+03:00
944,3268,2015-02-13T19:01:00+03:00,2015-03-10T19:00:00+03:00
945,3269,2015-01-16T19:00:00+03:00,2015-03-03T19:14:00+03:00
946,3270,2015-05-23T12:00:00+03:00,2015-05-24T14:00:00+03:00
947,3271,2015-04-18T13:00:00+03:00,2015-04-18T13:00:00+03:00
948,3272,2015-05-30T13:00:00+03:00,2015-05-30T13:00:00+03:00
949,3273,2014-11-01T00:00:00+03:00,2015-05-30T13:00:00+03:00
950,3274,2015-03-14T15:30:00+03:00,2015-03-14T18:30:00+03:00
951,3276,2015-03-22T12:00:00+03:00,2015-03-22T16:00:00+03:00
952,3278,2015-04-04T12:00:00+03:00,2015-04-08T10:00:00+03:00
953,3279,2015-04-28T00:00:00+03:00,2015-05-19T21:00:00+03:00
954,3280,2015-03-22T00:00:00+03:00,2015-03-24T23:55:00+03:00
955,3281,2015-05-01T13:00:00+03:00,2015-05-03T16:00:00+03:00
956,3282,2015-04-04T07:00:00+03:00,2015-04-05T14:00:00+03:00
957,3283,2015-04-10T00:00:00+03:00,2015-04-14T00:00:00+03:00
958,3284,2015-06-06T13:00:00+03:00,2015-06-07T14:30:00+03:00
959,3285,2015-06-13T12:00:00+03:00,2015-06-13T16:00:00+03:00
960,3286,2015-04-04T14:00:00+03:00,2015-04-05T19:00:00+03:00
961,3287,2015-04-04T10:00:00+03:00,2015-04-04T16:00:00+03:00
962,3288,2015-06-28T12:00:00+03:00,2015-06-28T18:00:00+03:00
963,3289,2015-03-28T17:00:00+03:00,2015-03-28T21:00:00+03:00
964,3290,2015-04-18T14:00:00+03:00,2015-04-19T15:00:00+03:00
965,3291,2015-05-09T10:00:00+03:00,2015-05-10T18:00:00+03:00
966,3292,2015-04-10T19:00:00+03:00,2015-04-14T19:00:00+03:00
967,3293,2015-03-28T12:00:00+03:00,2015-03-28T17:00:00+03:00
968,3294,2015-03-29T14:00:00+03:00,2015-03-29T17:00:00+03:00
969,3295,2015-05-09T11:00:00+03:00,2015-05-10T20:00:00+03:00
970,3296,2015-05-15T18:00:00+03:00,2015-05-19T18:00:00+03:00
971,3297,2015-03-28T15:00:00+03:00,2015-03-28T19:00:00+03:00
972,3298,2015-03-29T16:00:00+03:00,2015-03-29T19:30:00+03:00
973,3299,2015-07-31T11:00:00+03:00,2015-08-02T19:00:00+03:00
974,3300,2015-06-27T12:00:00+03:00,2015-06-28T19:00:00+03:00
975,3301,2015-05-16T18:00:00+03:00,2015-05-16T21:00:00+03:00
976,3302,2015-03-27T19:00:00+03:00,2015-03-27T22:00:00+03:00
977,3303,2015-03-30T19:00:00+03:00,2015-03-30T22:00:00+03:00
978,3304,2015-03-31T19:00:00+03:00,2015-03-31T22:00:00+03:00
979,3305,2015-04-12T11:00:00+03:00,2015-04-12T14:30:00+03:00
980,3306,2015-05-23T10:00:00+03:00,2015-05-24T16:00:00+03:00
981,3307,2015-05-09T12:00:00+03:00,2015-05-10T17:00:00+03:00
982,3308,2015-03-28T10:00:00+03:00,2015-03-29T18:00:00+03:00
983,3309,2015-05-08T18:00:00+03:00,2015-05-12T18:00:00+03:00
984,3310,2015-04-26T13:00:00+03:00,2015-04-26T18:00:00+03:00
985,3311,2015-04-27T18:45:00+03:00,2015-04-27T21:00:00+03:00
986,3312,2015-05-02T11:00:00+03:00,2015-05-02T16:00:00+03:00
987,3313,2015-10-03T14:30:00+03:00,2015-10-03T18:00:00+03:00
988,3314,2015-05-02T16:00:00+03:00,2015-05-03T13:00:00+03:00
989,3315,2014-10-27T00:00:00+03:00,2015-04-02T22:00:00+03:00
990,3316,2015-04-18T13:00:00+03:00,2015-04-18T16:00:00+03:00
991,3317,2015-04-12T14:20:00+03:00,2015-04-12T16:20:00+03:00
992,3318,2015-06-25T21:00:00+03:00,2015-06-29T21:00:00+03:00
993,3321,2015-09-19T12:30:00+03:00,2015-09-19T16:00:00+03:00
994,3322,2015-09-20T12:30:00+03:00,2015-09-20T16:00:00+03:00
995,3323,2015-09-19T12:00:00+03:00,2015-09-20T20:00:00+03:00
996,3325,2015-10-02T19:05:00+03:00,2015-10-06T19:00:00+03:00
997,3326,2015-11-27T19:05:00+03:00,2015-12-01T19:00:00+03:00
998,3327,2016-01-22T19:05:00+03:00,2016-01-26T19:00:00+03:00
999,3328,2016-02-26T19:05:00+03:00,2016-03-01T19:00:00+03:00
1000,3329,2016-04-08T19:05:00+03:00,2016-04-12T19:00:00+03:00
1001,3330,2016-01-29T14:00:00+03:00,2016-02-02T14:00:00+03:00
1002,3331,2015-04-19T13:00:00+03:00,2015-04-19T17:00:00+03:00
1003,3332,2015-05-01T11:00:00+03:00,2015-05-03T14:00:00+03:00
1004,3333,2015-05-08T19:30:00+03:00,2015-05-12T19:29:00+03:00
1005,3334,2015-05-02T11:00:00+03:00,2015-05-03T17:00:00+03:00
1006,3335,2015-05-11T18:45:00+03:00,2015-05-11T21:00:00+03:00
1007,3336,2015-06-27T00:05:00+03:00,2015-06-30T23:55:00+03:00
1008,3337,2015-05-17T13:00:00+03:00,2015-05-17T17:00:00+03:00
1009,3338,2015-05-11T11:00:00+03:00,2015-05-11T17:00:00+03:00
1010,3339,2015-06-27T12:00:00+03:00,2015-06-28T15:00:00+03:00
1011,3340,2016-03-25T20:00:00+03:00,2016-03-29T20:00:00+03:00
1012,3341,2015-05-30T13:00:00+03:00,2015-05-31T15:00:00+03:00
1013,3342,2015-05-22T00:00:00+03:00,2015-05-26T00:00:00+03:00
1014,3343,2014-10-20T00:00:00+04:00,2015-04-15T00:00:00+03:00
1015,3344,2014-10-19T00:00:00+04:00,2015-04-19T17:00:00+03:00
1016,3345,2015-04-11T13:00:00+03:00,2015-04-11T17:30:00+03:00
1017,3346,2015-10-23T20:00:00+03:00,2015-10-27T20:00:00+03:00
1018,3347,2015-06-06T10:00:00+03:00,2015-06-07T18:00:00+03:00
1019,3348,2015-05-09T14:00:00+03:00,2015-05-10T14:00:00+03:00
1020,3349,2015-05-09T18:00:00+03:00,2015-05-09T21:00:00+03:00
1021,3350,2015-05-03T11:30:00+03:00,2015-05-03T17:30:00+03:00
1022,3351,2015-10-24T11:00:00+03:00,2015-10-24T17:00:00+03:00
1023,3352,2015-06-05T19:00:00+03:00,2015-06-09T19:00:00+03:00
1024,3353,2015-05-24T10:00:00+03:00,2015-05-24T13:00:00+03:00
1025,3354,2015-06-13T12:00:00+03:00,2015-06-14T15:00:00+03:00
1026,3356,2015-10-09T21:00:00+03:00,2015-10-13T21:00:00+03:00
1027,3357,2015-06-20T13:00:00+03:00,2015-06-21T16:30:00+03:00
1028,3358,2015-05-29T19:00:00+03:00,2015-05-29T22:00:00+03:00
1029,3359,2015-06-07T08:00:00+03:00,2015-06-07T14:00:00+03:00
1030,3360,2015-07-04T15:00:00+03:00,2015-07-05T16:30:00+03:00
1031,3361,2015-05-31T12:00:00+03:00,2015-05-31T17:00:00+03:00
1032,3362,2015-05-18T18:00:00+03:00,2015-05-18T21:30:00+03:00
1033,3363,2015-05-23T16:00:00+03:00,2015-05-24T17:00:00+03:00
1034,3364,2015-11-27T20:00:00+03:00,2015-12-01T20:00:00+03:00
1035,3365,2015-09-19T12:00:00+03:00,2015-09-20T15:00:00+03:00
1036,3366,2015-07-10T14:00:00+03:00,2015-07-13T23:55:00+03:00
1037,3367,2015-07-11T12:00:00+03:00,2015-07-12T15:30:00+03:00
1038,3368,2015-07-24T19:00:00+03:00,2015-07-28T19:00:00+03:00
1039,3369,2015-06-13T10:00:00+03:00,2015-06-13T16:00:00+03:00
1040,3370,2015-10-30T21:00:00+03:00,2015-11-03T21:00:00+03:00
1041,3372,2015-12-11T19:00:00+03:00,2015-12-15T19:00:00+03:00
1042,3374,2015-08-22T14:00:00+03:00,2015-08-22T20:00:00+03:00
1043,3375,2015-05-30T12:00:00+03:00,2015-05-30T16:00:00+03:00
1044,3376,2015-06-20T11:00:00+03:00,2015-06-20T14:00:00+03:00
1045,3377,2016-02-20T19:00:00+03:00,2016-02-24T19:00:00+03:00
1046,3378,2016-01-08T19:00:00+03:00,2016-01-12T19:00:00+03:00
1047,3379,2016-03-18T19:00:00+03:00,2016-03-22T19:00:00+03:00
1048,3380,2015-09-04T19:00:00+03:00,2015-09-08T19:00:00+03:00
1049,3381,2015-11-06T19:00:00+03:00,2015-11-10T19:00:00+03:00
1050,3382,2015-05-31T13:15:00+03:00,2015-05-31T15:15:00+03:00
1051,3383,2015-11-13T19:00:00+03:00,2015-11-17T19:00:00+03:00
1052,3384,2015-09-18T18:30:00+03:00,2015-09-22T18:30:00+03:00
1053,3385,2015-11-06T18:30:00+03:00,2015-11-10T18:30:00+03:00
1054,3386,2016-02-12T18:30:00+03:00,2016-02-16T18:30:00+03:00
1055,3387,2016-04-15T18:30:00+03:00,2016-04-19T18:30:00+03:00
1056,3388,2016-05-27T18:30:00+03:00,2016-05-31T18:30:00+03:00
1057,3389,2015-10-31T13:00:00+03:00,2015-11-01T16:00:00+03:00
1058,3391,2015-10-16T12:00:00+03:00,2015-10-19T23:00:00+03:00
1059,3392,2015-07-18T14:00:00+03:00,2015-07-19T14:00:00+03:00
1060,3393,2015-06-27T15:00:00+03:00,2015-06-28T14:00:00+03:00
1061,3394,2015-10-02T18:30:00+03:00,2015-10-06T18:30:00+03:00
1062,3395,2016-03-11T18:30:00+03:00,2016-03-15T18:30:00+03:00
1063,3396,2016-06-11T18:00:00+03:00,2016-06-15T18:00:00+03:00
1064,3397,2016-04-22T19:00:00+03:00,2016-04-26T19:00:00+03:00
1065,3399,2015-06-25T19:00:00+03:00,2015-06-25T21:00:00+03:00
1066,3400,2015-06-28T14:00:00+03:00,2015-06-28T17:00:00+03:00
1067,3403,2015-09-12T13:00:00+03:00,2015-09-12T18:00:00+03:00
1068,3404,2015-10-29T21:00:00+03:00,2015-11-02T21:00:00+03:00
1069,3405,2015-11-06T19:00:00+03:00,2015-11-10T19:00:00+03:00
1070,3406,2015-07-17T14:00:00+03:00,2015-07-21T14:00:00+03:00
1071,3407,2015-11-07T13:00:00+03:00,2015-11-11T13:00:00+03:00
1072,3408,2015-08-29T00:05:00+03:00,2015-09-01T23:55:00+03:00
1073,3409,2015-09-11T16:00:00+03:00,2015-09-15T16:00:00+03:00
1074,3410,2015-10-17T00:05:00+03:00,2015-10-20T23:55:00+03:00
1075,3411,2015-11-21T00:05:00+03:00,2015-11-24T23:55:00+03:00
1076,3412,2015-12-19T00:05:00+03:00,2015-12-22T23:55:00+03:00
1077,3413,2016-02-27T00:05:00+03:00,2016-03-01T23:55:00+03:00
1078,3414,2016-03-26T00:05:00+03:00,2016-03-29T23:55:00+03:00
1079,3415,2016-04-22T20:00:00+03:00,2016-04-26T20:00:00+03:00
1080,3416,2015-07-19T11:30:00+03:00,2015-07-19T15:30:00+03:00
1081,3417,2015-09-04T19:00:00+03:00,2015-09-08T19:00:00+03:00
1082,3418,2015-06-28T14:00:00+03:00,2015-06-28T16:00:00+03:00
1083,3419,2015-11-29T11:00:00+03:00,2015-11-29T17:00:00+03:00
1084,3420,2015-09-10T20:00:00+03:00,2015-09-14T20:00:00+03:00
1085,3421,2015-07-25T14:00:00+03:00,2015-07-26T15:00:00+03:00
1086,3422,2015-07-24T20:00:00+03:00,2015-07-25T00:15:00+03:00
1087,3423,2015-07-30T20:00:00+03:00,2015-08-03T20:00:00+03:00
1088,3424,2016-01-22T19:00:00+03:00,2016-01-26T19:00:00+03:00
1089,3425,2016-06-17T18:30:00+03:00,2016-06-21T18:30:00+03:00
1090,3426,2016-05-20T19:00:00+03:00,2016-05-24T19:00:00+03:00
1091,3427,2015-07-25T08:00:00+03:00,2015-07-26T15:00:00+03:00
1092,3428,2015-10-09T18:00:00+03:00,2015-10-13T18:00:00+03:00
1093,3429,2015-07-12T11:00:00+03:00,2015-07-12T17:00:00+03:00
1094,3430,2015-10-18T12:00:00+03:00,2015-10-18T18:00:00+03:00
1095,3431,2015-08-22T12:00:00+03:00,2015-08-23T16:00:00+03:00
1096,3432,2015-09-26T12:00:00+03:00,2015-09-27T15:00:00+03:00
1097,3433,2015-09-12T14:00:00+03:00,2015-09-13T17:00:00+03:00
1098,3434,2015-12-26T13:50:00+03:00,2015-12-26T17:20:00+03:00
1099,3435,2015-10-30T19:00:00+03:00,2015-11-03T19:00:00+03:00
1100,3436,2016-02-13T14:10:00+03:00,2016-02-13T17:20:00+03:00
1101,3437,2016-04-23T12:40:00+03:00,2016-04-23T15:40:00+03:00
1102,3438,2016-06-05T00:55:00+03:00,2016-06-08T23:55:00+03:00
1103,3439,2015-09-18T19:00:00+03:00,2015-09-22T19:00:00+03:00
1104,3442,2015-08-29T14:00:00+03:00,2015-08-29T19:00:00+03:00
1105,3444,2015-08-21T15:00:00+03:00,2015-08-25T15:00:00+03:00
1106,3445,2015-09-19T00:00:00+03:00,2015-09-20T23:55:00+03:00
1107,3446,2015-09-19T13:30:00+03:00,2015-09-20T14:00:00+03:00
1108,3447,2015-09-05T14:00:00+03:00,2015-09-06T17:00:00+03:00
1109,3448,2015-08-20T16:00:00+03:00,2015-08-20T19:00:00+03:00
1110,3449,2016-08-19T19:00:00+03:00,2016-08-23T19:00:00+03:00
1111,3450,2015-09-25T20:00:00+03:00,2015-09-29T20:00:00+03:00
1112,3451,2015-10-23T20:00:00+03:00,2015-10-27T20:00:00+03:00
1113,3452,2015-09-13T10:00:00+03:00,2015-09-13T14:00:00+03:00
1114,3453,2015-09-11T20:00:00+03:00,2015-09-15T20:00:00+03:00
1115,3454,2015-10-02T19:00:00+03:00,2015-10-06T19:00:00+03:00
1116,3455,2015-09-19T15:00:00+03:00,2015-09-20T13:00:00+03:00
1117,3456,2015-10-17T10:00:00+03:00,2015-10-21T10:00:00+03:00
1118,3457,2015-11-20T20:00:00+03:00,2015-11-24T20:00:00+03:00
1119,3458,2015-12-11T20:00:00+03:00,2015-12-15T20:00:00+03:00
1120,3459,2016-02-05T20:00:00+03:00,2016-02-09T20:00:00+03:00
1121,3460,2016-03-04T20:00:00+03:00,2016-03-08T20:00:00+03:00
1122,3461,2015-11-13T19:00:00+03:00,2015-11-17T19:00:00+03:00
1123,3462,2015-12-18T19:00:00+03:00,2015-12-22T19:00:00+03:00
1124,3463,2016-03-26T12:00:00+03:00,2016-03-27T15:00:00+03:00
1125,3466,2016-07-29T12:00:00+03:00,2016-08-01T19:40:00+03:00
1126,3468,2016-04-01T00:00:00+03:00,2016-04-04T21:00:00+03:00
1127,3469,2016-06-04T10:00:00+03:00,2016-06-06T21:00:00+03:00
1128,3470,2015-08-22T14:00:00+03:00,2015-08-22T18:00:00+03:00
1129,3471,2015-09-19T12:00:00+03:00,2015-09-20T16:00:00+03:00
1130,3472,2015-10-17T10:00:00+03:00,2015-10-18T18:00:00+03:00
1131,3473,2015-10-17T14:00:00+03:00,2015-10-18T14:00:00+03:00
1132,3474,2015-10-23T20:00:00+03:00,2015-10-27T20:00:00+03:00
1133,3475,2015-09-24T18:45:00+03:00,2015-09-24T21:00:00+03:00
1134,3476,2015-11-09T18:45:00+03:00,2015-11-09T21:00:00+03:00
1135,3477,2015-12-07T18:45:00+03:00,2015-12-07T21:00:00+03:00
1136,3478,2016-02-15T18:45:00+03:00,2016-02-15T21:00:00+03:00
1137,3479,2016-03-14T18:45:00+03:00,2016-03-14T21:00:00+03:00
1138,3480,2016-04-04T18:45:00+03:00,2016-04-04T21:00:00+03:00
1139,3481,2015-09-27T06:00:00+03:00,2015-09-30T23:00:00+03:00
1140,3482,2015-11-15T06:00:00+03:00,2015-11-18T23:00:00+03:00
1141,3483,2015-12-13T06:00:00+03:00,2015-12-16T23:00:00+03:00
1142,3484,2016-02-21T06:00:00+03:00,2016-02-24T23:00:00+03:00
1143,3485,2016-03-19T19:00:00+03:00,2016-03-23T18:45:00+03:00
1144,3486,2016-04-09T19:05:00+03:00,2016-04-13T19:00:00+03:00
1145,3487,2015-09-27T06:00:00+03:00,2016-04-13T23:00:00+03:00
1146,3488,2015-09-24T18:45:00+03:00,2016-05-16T21:00:00+03:00
1147,3489,2015-10-09T19:00:00+03:00,2015-10-13T19:00:00+03:00
1148,3490,2015-11-13T09:00:00+03:00,2015-11-16T14:00:00+03:00
1149,3491,2015-12-18T09:00:00+03:00,2015-12-21T14:00:00+03:00
1150,3492,2016-02-12T09:00:00+03:00,2016-02-16T09:00:00+03:00
1151,3493,2016-03-11T09:00:00+03:00,2016-03-15T09:00:00+03:00
1152,3494,2016-03-25T09:00:00+03:00,2016-03-29T09:00:00+03:00
1153,3495,2015-11-13T13:00:00+03:00,2015-11-13T17:00:00+03:00
1154,3496,2015-11-14T13:00:00+03:00,2015-11-14T17:30:00+03:00
1155,3497,2015-11-14T13:00:00+03:00,2015-11-14T17:30:00+03:00
1156,3498,2015-09-15T19:00:00+03:00,2015-09-15T19:00:00+03:00
1157,3499,2015-10-16T14:00:00+03:00,2015-10-16T18:00:00+03:00
1158,3500,2015-10-03T00:05:00+03:00,2015-10-06T23:55:00+03:00
1159,3501,2015-09-04T18:30:00+03:00,2015-09-04T21:30:00+03:00
1160,3502,2016-01-08T19:00:00+03:00,2016-01-12T19:00:00+03:00
1161,3503,2015-10-03T13:00:00+03:00,2015-10-03T18:00:00+03:00
1162,3504,2015-11-21T13:00:00+03:00,2015-11-22T15:00:00+03:00
1163,3505,2015-09-27T13:00:00+03:00,2015-09-27T16:00:00+03:00
1164,3506,2015-11-08T14:00:00+03:00,2015-11-08T18:00:00+03:00
1165,3507,2015-11-15T12:00:00+03:00,2015-11-15T16:00:00+03:00
1166,3508,2016-09-09T19:00:00+03:00,2016-09-13T19:00:00+03:00
1167,3509,2015-10-17T12:00:00+03:00,2015-10-18T14:00:00+03:00
1168,3510,2015-12-12T12:00:00+03:00,2015-12-13T14:00:00+03:00
1169,3511,2015-09-05T14:00:00+03:00,2015-09-05T16:00:00+03:00
1170,3512,2015-11-21T13:00:00+03:00,2015-11-21T16:00:00+03:00
1171,3513,2015-12-05T09:00:00+03:00,2015-12-07T23:55:00+03:00
1172,3514,2015-10-10T14:00:00+03:00,2015-10-11T20:00:00+03:00
1173,3516,2016-05-13T19:00:00+03:00,2016-05-17T19:00:00+03:00
1174,3517,2015-11-07T10:00:00+03:00,2015-11-08T17:00:00+03:00
1175,3518,2016-01-29T00:05:00+03:00,2016-02-02T00:05:00+03:00
1176,3519,2015-10-12T18:45:00+03:00,2015-10-12T21:00:00+03:00
1177,3520,2015-10-15T14:00:00+03:00,2015-10-19T14:00:00+03:00
1178,3521,2015-11-13T14:00:00+03:00,2015-11-17T14:00:00+03:00
1179,3523,2016-03-18T19:00:00+03:00,2016-03-22T19:00:00+03:00
1180,3525,2015-10-02T19:05:00+03:00,2016-04-11T14:00:00+03:00
1181,3526,2015-12-11T19:00:00+03:00,2015-12-15T19:00:00+03:00
1182,3527,2015-10-24T12:00:00+03:00,2015-10-24T18:00:00+03:00
1183,3528,2015-11-20T19:00:00+03:00,2015-11-24T19:00:00+03:00
1184,3529,2015-12-25T17:00:00+03:00,2015-12-29T17:00:00+03:00
1185,3530,2015-10-10T14:00:00+03:00,2015-10-11T14:00:00+03:00
1186,3531,2015-11-14T00:00:00+03:00,2015-11-17T23:55:00+03:00
1187,3532,2016-09-16T19:00:00+03:00,2016-09-20T19:00:00+03:00
1188,3534,2015-07-16T00:00:00+03:00,2015-09-28T00:00:00+03:00
1189,3535,2015-12-04T18:00:00+03:00,2015-12-08T18:00:00+03:00
1190,3536,2015-11-27T14:00:00+03:00,2015-12-01T14:00:00+03:00
1191,3537,2016-02-05T14:00:00+03:00,2016-02-09T14:00:00+03:00
1192,3539,2015-10-24T07:00:00+03:00,2015-10-25T13:00:00+03:00
1193,3540,2015-10-17T14:00:00+03:00,2015-10-21T14:00:00+03:00
1194,3542,2016-05-13T19:05:00+03:00,2016-05-17T19:00:00+03:00
1195,3543,2015-10-04T10:00:00+03:00,2015-10-04T16:00:00+03:00
1196,3544,2015-11-08T12:30:00+03:00,2015-11-08T17:00:00+03:00
1197,3545,2016-03-12T14:00:00+03:00,2016-03-13T14:00:00+03:00
1198,3546,2016-02-27T14:00:00+03:00,2016-02-28T16:00:00+03:00
1199,3548,2015-11-01T07:00:00+03:00,2015-11-01T11:00:00+03:00
1200,3549,2015-10-24T15:00:00+03:00,2015-10-25T15:00:00+03:00
1201,3550,2015-12-13T12:30:00+03:00,2015-12-13T15:00:00+03:00
1202,3552,2016-02-14T13:30:00+03:00,2016-02-14T16:30:00+03:00
1203,3553,2015-10-17T17:00:00+03:00,2015-10-17T19:00:00+03:00
1204,3554,2015-12-25T18:00:00+03:00,2015-12-29T18:00:00+03:00
1205,3555,2016-01-15T19:00:00+03:00,2016-01-19T19:00:00+03:00
1206,3556,2016-11-03T18:00:00+03:00,2016-11-07T18:00:00+03:00
1207,3557,2016-01-22T19:00:00+03:00,2016-01-26T19:00:00+03:00
1208,3558,2015-11-07T08:00:00+03:00,2015-11-09T22:00:00+03:00
1209,3559,2015-11-08T00:00:00+03:00,2016-04-10T14:00:00+03:00
1210,3561,2015-11-07T12:00:00+03:00,2015-11-08T17:00:00+03:00
1211,3562,2015-11-14T20:00:00+03:00,2015-11-18T20:00:00+03:00
1212,3563,2015-10-31T15:00:00+03:00,2015-11-01T14:00:00+03:00
1213,3564,2016-02-07T12:00:00+03:00,2016-02-07T18:00:00+03:00
1214,3565,2016-01-04T00:00:00+03:00,2016-01-06T00:00:00+03:00
1215,3566,2015-11-24T18:45:00+03:00,2015-11-24T21:00:00+03:00
1216,3567,2015-10-31T12:00:00+03:00,2015-10-31T15:00:00+03:00
1217,3568,2016-04-23T12:00:00+03:00,2016-04-24T16:00:00+03:00
1218,3569,2015-09-25T20:00:00+03:00,2016-03-08T20:00:00+03:00
1219,3570,2015-11-08T12:00:00+03:00,2015-11-08T18:00:00+03:00
1220,3571,2015-07-18T14:00:00+03:00,2015-09-20T14:00:00+03:00
1221,3572,2015-11-15T13:00:00+03:00,2015-11-15T18:00:00+03:00
1222,3573,2016-05-15T12:30:00+03:00,2016-05-15T15:30:00+03:00
1223,3574,2015-11-13T13:00:00+03:00,2015-11-15T18:00:00+03:00
1224,3575,2016-03-11T14:00:00+03:00,2016-03-15T14:00:00+03:00
1225,3576,2015-11-14T12:00:00+03:00,2015-11-14T18:00:00+03:00
1226,3578,2015-09-11T16:00:00+03:00,2016-04-26T20:00:00+03:00
1227,3579,2017-01-28T14:00:00+03:00,2017-02-01T14:00:00+03:00
1228,3580,2016-02-25T14:00:00+03:00,2016-02-29T14:00:00+03:00
1229,3581,2015-11-01T16:00:00+03:00,2015-11-01T19:00:00+03:00
1230,3582,2015-07-01T14:00:00+03:00,2015-08-24T14:00:00+03:00
1231,3583,2016-04-09T13:00:00+03:00,2016-04-10T15:00:00+03:00
1232,3584,2016-06-25T13:00:00+03:00,2016-06-26T15:00:00+03:00
1233,3585,2015-12-13T12:30:00+03:00,2015-12-13T16:00:00+03:00
1234,3586,2016-02-18T19:30:00+03:00,2016-02-20T19:30:00+03:00
1235,3587,2015-12-18T19:30:00+03:00,2015-12-22T19:29:00+03:00
1236,3589,2016-05-25T14:00:00+03:00,2016-05-25T23:55:00+03:00
1237,3590,2016-05-25T14:00:00+03:00,2016-05-25T23:55:00+03:00
